origin_date,target,target_end_date,horizon,location,team_id,model_id,metric,value_absolute,value_relative,n_models,rank
2023-12-20,ILI incidence,2023-12-17,1,AT,ECDC,FluForARIMA,WIS,550.215398681088,0.011356622473965627,7,3
2023-12-20,ILI incidence,2023-12-17,1,AT,ECDC,norrsken_blue,WIS,669.191541804883,-0.20242324676431145,7,6
2023-12-20,ILI incidence,2023-12-17,1,AT,ECDC,norrsken_green,WIS,812.440371994949,-0.45981700136521875,7,7
2023-12-20,ILI incidence,2023-12-17,1,AT,ISI,FluABCaster,WIS,444.293458782508,0.20168031146279053,7,1
2023-12-20,ILI incidence,2023-12-17,1,AT,ISI,GenLogModel,WIS,584.246385302087,-0.04979126548805146,7,5
2023-12-20,ILI incidence,2023-12-17,1,AT,respicast,hubEnsemble,WIS,526.843411631494,0.05335210328310647,7,2
2023-12-20,ILI incidence,2023-12-17,1,AT,respicast,quantileBaseline,WIS,556.53576526041,0.0,7,4
2023-12-20,ILI incidence,2023-12-17,1,BE,ECDC,FluForARIMA,WIS,90.6084132842966,0.26323379620799925,8,4
2023-12-20,ILI incidence,2023-12-17,1,BE,ECDC,norrsken_blue,WIS,2342.4968175104,-18.04759641046592,8,7
2023-12-20,ILI incidence,2023-12-17,1,BE,ECDC,norrsken_green,WIS,2823.28552280505,-21.95704429048306,8,8
2023-12-20,ILI incidence,2023-12-17,1,BE,ISI,FluABCaster,WIS,79.4779146913965,0.3537394666789384,8,2
2023-12-20,ILI incidence,2023-12-17,1,BE,ISI,GenLogModel,WIS,130.681323858484,-0.06261195175807033,8,6
2023-12-20,ILI incidence,2023-12-17,1,BE,QMUL,SEIR,WIS,73.0590995975932,0.40593292044427287,8,1
2023-12-20,ILI incidence,2023-12-17,1,BE,respicast,hubEnsemble,WIS,84.5885830894321,0.3121829752011981,8,3
2023-12-20,ILI incidence,2023-12-17,1,BE,respicast,quantileBaseline,WIS,122.981229076404,0.0,8,5
2023-12-20,ILI incidence,2023-12-17,1,CH,respicast,quantileBaseline,WIS,6.3386907408507,0.0,1,1
2023-12-20,ILI incidence,2023-12-17,1,CZ,ECDC,FluForARIMA,WIS,3.03136373744128,-0.14563408612838624,8,5
2023-12-20,ILI incidence,2023-12-17,1,CZ,ECDC,norrsken_blue,WIS,14375.3189147738,-5431.820596327399,8,7
2023-12-20,ILI incidence,2023-12-17,1,CZ,ECDC,norrsken_green,WIS,15100.7212063642,-5705.969680166172,8,8
2023-12-20,ILI incidence,2023-12-17,1,CZ,ISI,FluABCaster,WIS,2.1534708974491,0.18614528730702518,8,3
2023-12-20,ILI incidence,2023-12-17,1,CZ,ISI,GenLogModel,WIS,1.70454674066608,0.3558058297700637,8,1
2023-12-20,ILI incidence,2023-12-17,1,CZ,QMUL,SEIR,WIS,4.25699960391109,-0.6088349249015368,8,6
2023-12-20,ILI incidence,2023-12-17,1,CZ,respicast,hubEnsemble,WIS,1.91184389651636,0.2774626455568727,8,2
2023-12-20,ILI incidence,2023-12-17,1,CZ,respicast,quantileBaseline,WIS,2.64601391853277,0.0,8,4
2023-12-20,ILI incidence,2023-12-17,1,DK,ECDC,FluForARIMA,WIS,31.3608047527537,-1.85242760888897,8,5
2023-12-20,ILI incidence,2023-12-17,1,DK,ECDC,norrsken_blue,WIS,2534.22410258343,-229.5008067972528,8,7
2023-12-20,ILI incidence,2023-12-17,1,DK,ECDC,norrsken_green,WIS,2538.07164610172,-229.85076080654872,8,8
2023-12-20,ILI incidence,2023-12-17,1,DK,ISI,FluABCaster,WIS,28.4256684323277,-1.58546175956711,8,4
2023-12-20,ILI incidence,2023-12-17,1,DK,ISI,GenLogModel,WIS,4.65066853054099,0.5769976114805729,8,1
2023-12-20,ILI incidence,2023-12-17,1,DK,QMUL,SEIR,WIS,42.6629248862806,-2.880413968359584,8,6
2023-12-20,ILI incidence,2023-12-17,1,DK,respicast,hubEnsemble,WIS,13.5121053201214,-0.22899595763547875,8,3
2023-12-20,ILI incidence,2023-12-17,1,DK,respicast,quantileBaseline,WIS,10.9944261705449,0.0,8,2
2023-12-20,ILI incidence,2023-12-17,1,EE,ECDC,FluForARIMA,WIS,47.9625961103068,-0.524580484669855,8,6
2023-12-20,ILI incidence,2023-12-17,1,EE,ECDC,norrsken_blue,WIS,433.552540132683,-12.781275313895941,8,8
2023-12-20,ILI incidence,2023-12-17,1,EE,ECDC,norrsken_green,WIS,328.743229781772,-9.449716096267032,8,7
2023-12-20,ILI incidence,2023-12-17,1,EE,ISI,FluABCaster,WIS,34.233743026703,-0.08818330883674674,8,4
2023-12-20,ILI incidence,2023-12-17,1,EE,ISI,GenLogModel,WIS,28.1225032987041,0.10607383281209892,8,2
2023-12-20,ILI incidence,2023-12-17,1,EE,QMUL,SEIR,WIS,41.5248615768058,-0.31994509727989495,8,5
2023-12-20,ILI incidence,2023-12-17,1,EE,respicast,hubEnsemble,WIS,11.7474678050649,0.6265848471025394,8,1
2023-12-20,ILI incidence,2023-12-17,1,EE,respicast,quantileBaseline,WIS,31.4595369628472,0.0,8,3
2023-12-20,ILI incidence,2023-12-17,1,FI,ECDC,FluForARIMA,WIS,43.3915643655279,-0.02829919225787436,3,2
2023-12-20,ILI incidence,2023-12-17,1,FI,respicast,hubEnsemble,WIS,43.3915643655279,-0.02829919225787436,3,2
2023-12-20,ILI incidence,2023-12-17,1,FI,respicast,quantileBaseline,WIS,42.1974116990712,0.0,3,1
2023-12-20,ILI incidence,2023-12-17,1,FR,ECDC,FluForARIMA,WIS,46.1896790679616,-2.1517660556209717,8,2
2023-12-20,ILI incidence,2023-12-17,1,FR,ECDC,norrsken_blue,WIS,279.81492783314,-18.093252198243565,8,7
2023-12-20,ILI incidence,2023-12-17,1,FR,ECDC,norrsken_green,WIS,302.301418884706,-19.62762439212852,8,8
2023-12-20,ILI incidence,2023-12-17,1,FR,ISI,FluABCaster,WIS,80.4327192206647,-4.488349763764032,8,6
